irn,RG Number,Record on the Internet,Record on the Intranet,Has Transcript?
73388,RG-50.693.0098,Yes,Yes,no
73389,RG-50.693.0099,Yes,Yes,no
73390,RG-50.693.0100,Yes,Yes,no
73391,RG-50.693.0101,Yes,Yes,no
58748,RG-50.694.0001,Yes,Yes,no
58750,RG-50.694.0002,Yes,Yes,no
58752,RG-50.694.0003,No,Yes,no
58753,RG-50.694.0004,Yes,Yes,no
58754,RG-50.694.0005,Yes,Yes,no
58755,RG-50.694.0006,Yes,Yes,no
58756,RG-50.694.0007,Yes,Yes,no
58757,RG-50.694.0008,Yes,Yes,no
58758,RG-50.694.0009,Yes,Yes,no
58759,RG-50.694.0010,Yes,Yes,no
58760,RG-50.694.0011,Yes,Yes,no
58761,RG-50.694.0012,Yes,Yes,no
58762,RG-50.694.0013,Yes,Yes,no
58763,RG-50.694.0014,Yes,Yes,no
58764,RG-50.694.0015,Yes,Yes,no
58765,RG-50.694.0016,Yes,Yes,no
58766,RG-50.694.0017,Yes,Yes,no
58767,RG-50.694.0018,Yes,Yes,no
58768,RG-50.694.0019,Yes,Yes,no
58769,RG-50.694.0020,Yes,Yes,no
58770,RG-50.694.0021,Yes,Yes,no
58771,RG-50.694.0022,Yes,Yes,no
58772,RG-50.694.0023,Yes,Yes,no
58773,RG-50.694.0024,Yes,Yes,no
58774,RG-50.694.0025,Yes,Yes,no
58775,RG-50.694.0026,Yes,Yes,no
58776,RG-50.694.0027,Yes,Yes,no
58777,RG-50.694.0028,Yes,Yes,no
58778,RG-50.694.0029,Yes,Yes,no
58783,RG-50.694.0030,Yes,Yes,Yes
59004,RG-50.694.0031,Yes,Yes,no
59005,RG-50.694.0032,Yes,Yes,no
59006,RG-50.694.0033,Yes,Yes,no
59008,RG-50.694.0034,Yes,Yes,no
59009,RG-50.694.0035,Yes,Yes,no
59010,RG-50.694.0036,Yes,Yes,no
59011,RG-50.694.0037,Yes,Yes,no
59012,RG-50.694.0038,Yes,Yes,no
59013,RG-50.694.0039,Yes,Yes,no
59014,RG-50.694.0040,Yes,Yes,no
59015,RG-50.694.0041,Yes,Yes,no
59016,RG-50.694.0042,Yes,Yes,no
59017,RG-50.694.0043,Yes,Yes,no
59018,RG-50.694.0044,Yes,Yes,no
59019,RG-50.694.0045,Yes,Yes,no
59020,RG-50.694.0046,Yes,Yes,no
59021,RG-50.694.0047,Yes,Yes,no
59022,RG-50.694.0048,Yes,Yes,no
59023,RG-50.694.0049,Yes,Yes,no
59024,RG-50.694.0050,Yes,Yes,no
59025,RG-50.694.0051,Yes,Yes,no
59026,RG-50.694.0052,Yes,Yes,no
59027,RG-50.694.0053,Yes,Yes,no
59028,RG-50.694.0054,Yes,Yes,no
59029,RG-50.694.0055,Yes,Yes,no
59030,RG-50.694.0056,Yes,Yes,no
59031,RG-50.694.0057,Yes,Yes,no
59032,RG-50.694.0058,Yes,Yes,no
59033,RG-50.694.0059,Yes,Yes,no
59034,RG-50.694.0060,Yes,Yes,no
59035,RG-50.694.0061,Yes,Yes,no
59036,RG-50.694.0062,Yes,Yes,no
59043,RG-50.694.0063,Yes,Yes,no
59044,RG-50.694.0064,Yes,Yes,no
59045,RG-50.694.0065,Yes,Yes,no
59046,RG-50.694.0066,Yes,Yes,no
59047,RG-50.694.0067,Yes,Yes,no
59048,RG-50.694.0068,Yes,Yes,no
59049,RG-50.694.0069,Yes,Yes,no
59051,RG-50.694.0070,Yes,Yes,no
59052,RG-50.694.0071,Yes,Yes,no
59053,RG-50.694.0072,Yes,Yes,no
59054,RG-50.694.0073,Yes,Yes,no
59055,RG-50.694.0074,Yes,Yes,no
59056,RG-50.694.0075,Yes,Yes,no
59057,RG-50.694.0076,Yes,Yes,no
59059,RG-50.694.0077,Yes,Yes,no
59060,RG-50.694.0078,Yes,Yes,no
59061,RG-50.694.0079,Yes,Yes,no
59062,RG-50.694.0080,Yes,Yes,no
59063,RG-50.694.0081,Yes,Yes,no
59064,RG-50.694.0082,Yes,Yes,no
59066,RG-50.694.0083,Yes,Yes,no
59067,RG-50.694.0084,Yes,Yes,no
59068,RG-50.694.0085,Yes,Yes,no
59069,RG-50.694.0086,Yes,Yes,no
59070,RG-50.694.0087,Yes,Yes,no
59071,RG-50.694.0088,Yes,Yes,no
59072,RG-50.694.0089,Yes,Yes,no
59073,RG-50.694.0090,Yes,Yes,no
59074,RG-50.694.0091,Yes,Yes,no
59075,RG-50.694.0092,Yes,Yes,Yes
59076,RG-50.694.0093,Yes,Yes,Yes
59077,RG-50.694.0094,Yes,Yes,Yes
59078,RG-50.694.0095,Yes,Yes,no
59079,RG-50.694.0096,Yes,Yes,no
59080,RG-50.694.0097,Yes,Yes,no
59081,RG-50.694.0098,Yes,Yes,no
59082,RG-50.694.0099,Yes,Yes,no
59083,RG-50.694.0100,Yes,Yes,no
59084,RG-50.694.0101,Yes,Yes,no
59085,RG-50.694.0102,Yes,Yes,no
59122,RG-50.694.0103,Yes,Yes,no
59086,RG-50.694.0104,Yes,Yes,no
59087,RG-50.694.0105,Yes,Yes,no
59088,RG-50.694.0106,Yes,Yes,no
59089,RG-50.694.0107,Yes,Yes,no
59090,RG-50.694.0108,Yes,Yes,no
59091,RG-50.694.0109,Yes,Yes,no
59093,RG-50.694.0110,Yes,Yes,no
59096,RG-50.694.0111,Yes,Yes,no
59097,RG-50.694.0112,Yes,Yes,no
59098,RG-50.694.0113,Yes,Yes,no
59099,RG-50.694.0114,Yes,Yes,no
59100,RG-50.694.0115,Yes,Yes,no
59101,RG-50.694.0116,Yes,Yes,no
59102,RG-50.694.0117,Yes,Yes,no
59105,RG-50.694.0118,Yes,Yes,no
59106,RG-50.694.0119,Yes,Yes,no
59107,RG-50.694.0120,Yes,Yes,no
59108,RG-50.694.0121,Yes,Yes,no
59109,RG-50.694.0122,Yes,Yes,no
59110,RG-50.694.0123,Yes,Yes,no
59112,RG-50.694.0124,Yes,Yes,no
59114,RG-50.694.0125,Yes,Yes,no
59115,RG-50.694.0126,Yes,Yes,Yes
59117,RG-50.694.0127,Yes,Yes,Yes
59118,RG-50.694.0128,Yes,Yes,Yes
59119,RG-50.694.0129,Yes,Yes,no
59120,RG-50.694.0130,Yes,Yes,no
59123,RG-50.694.0131,Yes,Yes,no
59125,RG-50.694.0132,Yes,Yes,no
59126,RG-50.694.0133,Yes,Yes,no
59127,RG-50.694.0134,Yes,Yes,no
59128,RG-50.694.0135,Yes,Yes,no
59129,RG-50.694.0136,Yes,Yes,no
59130,RG-50.694.0137,Yes,Yes,no
59131,RG-50.694.0138,Yes,Yes,no
59153,RG-50.694.0139,Yes,Yes,no
59155,RG-50.694.0140,Yes,Yes,no
59156,RG-50.694.0141,Yes,Yes,no
59157,RG-50.694.0142,Yes,Yes,Yes
59158,RG-50.694.0143,Yes,Yes,no
59159,RG-50.694.0144,Yes,Yes,no
59160,RG-50.694.0145,Yes,Yes,no
59161,RG-50.694.0146,Yes,Yes,no
59162,RG-50.694.0147,Yes,Yes,no
59164,RG-50.694.0148,Yes,Yes,no
59165,RG-50.694.0149,Yes,Yes,no
59166,RG-50.694.0150,Yes,Yes,no
59167,RG-50.694.0151,Yes,Yes,no
59168,RG-50.694.0152,Yes,Yes,no
59209,RG-50.694.0153,Yes,Yes,no
59210,RG-50.694.0154,Yes,Yes,no
59211,RG-50.694.0155,Yes,Yes,no
59212,RG-50.694.0156,Yes,Yes,no
59213,RG-50.694.0157,Yes,Yes,no
59215,RG-50.694.0158,Yes,Yes,no
59216,RG-50.694.0159,Yes,Yes,no
59217,RG-50.694.0160,Yes,Yes,no
59218,RG-50.694.0161,Yes,Yes,no
59219,RG-50.694.0162,Yes,Yes,no
59220,RG-50.694.0163,Yes,Yes,no
59222,RG-50.694.0164,Yes,Yes,no
59223,RG-50.694.0165,Yes,Yes,no
59224,RG-50.694.0166,Yes,Yes,no
59225,RG-50.694.0167,Yes,Yes,no
59226,RG-50.694.0168,Yes,Yes,no
59227,RG-50.694.0169,Yes,Yes,no
59228,RG-50.694.0170,Yes,Yes,no
59236,RG-50.694.0171,Yes,Yes,no
72320,RG-50.694.0172,Yes,Yes,no
59238,RG-50.694.0173,Yes,Yes,no
59239,RG-50.694.0174,Yes,Yes,Yes
59240,RG-50.694.0175,Yes,Yes,no
59241,RG-50.694.0176,Yes,Yes,no
59242,RG-50.694.0177,Yes,Yes,no
59243,RG-50.694.0178,Yes,Yes,no
59244,RG-50.694.0179,Yes,Yes,no
59245,RG-50.694.0180,Yes,Yes,no
59246,RG-50.694.0181,Yes,Yes,Yes
59247,RG-50.694.0182,Yes,Yes,Yes
59248,RG-50.694.0183,Yes,Yes,no
59249,RG-50.694.0184,Yes,Yes,Yes
59250,RG-50.694.0185,Yes,Yes,Yes
59251,RG-50.694.0186,Yes,Yes,Yes
59252,RG-50.694.0187,Yes,Yes,Yes
59253,RG-50.694.0188,Yes,Yes,Yes
59254,RG-50.694.0189,Yes,Yes,Yes
59255,RG-50.694.0190,Yes,Yes,Yes
59256,RG-50.694.0191,Yes,Yes,Yes
59257,RG-50.694.0192,Yes,Yes,Yes
59258,RG-50.694.0193,Yes,Yes,Yes
59259,RG-50.694.0194,Yes,Yes,Yes
59260,RG-50.694.0195,Yes,Yes,Yes
59261,RG-50.694.0196,Yes,Yes,Yes
59262,RG-50.694.0197,Yes,Yes,Yes
59263,RG-50.694.0198,Yes,Yes,Yes
59264,RG-50.694.0199,Yes,Yes,Yes
59265,RG-50.694.0200,Yes,Yes,Yes
59266,RG-50.694.0201,Yes,Yes,Yes
59267,RG-50.694.0202,Yes,Yes,Yes
59268,RG-50.694.0203,Yes,Yes,Yes
59269,RG-50.694.0204,Yes,Yes,Yes
59270,RG-50.694.0205,Yes,Yes,Yes
59271,RG-50.694.0206,Yes,Yes,Yes
59272,RG-50.694.0207,Yes,Yes,Yes
59273,RG-50.694.0208,No,No,no
59275,RG-50.694.0209,Yes,Yes,Yes
59276,RG-50.694.0210,Yes,Yes,no
59277,RG-50.694.0211,Yes,Yes,Yes
59279,RG-50.694.0212,Yes,Yes,Yes
59280,RG-50.694.0213,Yes,Yes,Yes
59281,RG-50.694.0214,Yes,Yes,Yes
59282,RG-50.694.0215,Yes,Yes,Yes
59283,RG-50.694.0216,Yes,Yes,Yes
59284,RG-50.694.0217,Yes,Yes,Yes
59285,RG-50.694.0218,Yes,Yes,Yes
59286,RG-50.694.0219,Yes,Yes,Yes
59287,RG-50.694.0220,Yes,Yes,Yes
59288,RG-50.694.0221,Yes,Yes,Yes
59289,RG-50.694.0222,Yes,Yes,Yes
59290,RG-50.694.0223,Yes,Yes,Yes
59291,RG-50.694.0224,Yes,Yes,Yes
59292,RG-50.694.0225,Yes,Yes,Yes
59294,RG-50.694.0226,Yes,Yes,Yes
59295,RG-50.694.0227,Yes,Yes,Yes
59296,RG-50.694.0228,Yes,Yes,Yes
59297,RG-50.694.0229,Yes,Yes,Yes
59299,RG-50.694.0230,Yes,Yes,Yes
59300,RG-50.694.0231,Yes,Yes,Yes
59301,RG-50.694.0232,Yes,Yes,Yes
59302,RG-50.694.0233,Yes,Yes,Yes
59303,RG-50.694.0234,Yes,Yes,Yes
76138,RG-50.695.0001,Yes,Yes,no
76139,RG-50.695.0002,Yes,Yes,no
76142,RG-50.695.0003,Yes,Yes,no
76143,RG-50.695.0004,Yes,Yes,no
76144,RG-50.695.0005,Yes,Yes,no
76145,RG-50.695.0006,Yes,Yes,no
76146,RG-50.695.0007,Yes,Yes,no
76147,RG-50.695.0008,Yes,Yes,no
76148,RG-50.695.0009,Yes,Yes,no
46967,RG-50.696.0001,Yes,Yes,no
46969,RG-50.697.0001,Yes,Yes,no
47094,RG-50.698.0001,Yes,Yes,no
47096,RG-50.699.0001,Yes,Yes,no
47097,RG-50.699.0002,Yes,Yes,yes
47169,RG-50.700.0001,Yes,Yes,no
47299,RG-50.701.0001,Yes,Yes,no
48020,RG-50.702.0001,Yes,Yes,no
48026,RG-50.702.0002,Yes,Yes,no
48031,RG-50.702.0003,Yes,Yes,no
48034,RG-50.702.0004,Yes,Yes,no
48035,RG-50.702.0005,Yes,Yes,no
48036,RG-50.702.0006,Yes,Yes,no
48038,RG-50.702.0007,Yes,Yes,no
48039,RG-50.702.0008,Yes,Yes,no
48043,RG-50.702.0009,Yes,Yes,no
48075,RG-50.702.0010,Yes,Yes,no
48076,RG-50.702.0011,Yes,Yes,no
48078,RG-50.702.0012,Yes,Yes,no
48079,RG-50.702.0013,Yes,Yes,no
48080,RG-50.702.0014,Yes,Yes,no
48086,RG-50.702.0015,Yes,Yes,no
48087,RG-50.702.0016,Yes,Yes,no
48089,RG-50.702.0017,Yes,Yes,no
48090,RG-50.702.0018,Yes,Yes,no
48092,RG-50.702.0019,Yes,Yes,no
48094,RG-50.702.0020,Yes,Yes,no
48096,RG-50.702.0021,Yes,Yes,no
48105,RG-50.702.0022,Yes,Yes,no
48106,RG-50.702.0023,Yes,Yes,no
48107,RG-50.702.0024,Yes,Yes,no
48108,RG-50.702.0025,No,No,no
48109,RG-50.702.0026,Yes,Yes,no
48110,RG-50.702.0027,Yes,Yes,no
48111,RG-50.702.0028,Yes,Yes,no
48112,RG-50.702.0029,Yes,Yes,no
48113,RG-50.702.0030,Yes,Yes,no
48114,RG-50.702.0031,Yes,Yes,no
47430,RG-50.703.0001,Yes,Yes,no
47453,RG-50.704.0001,Yes,Yes,no
47460,RG-50.705.0001,Yes,Yes,no
39810,RG-50.706.0001,Yes,Yes,no
48145,RG-50.707.0001,Yes,Yes,No
48150,RG-50.708.0001,Yes,Yes,no
48152,RG-50.709.0001,Yes,Yes,no
49583,RG-50.710.0001,Yes,Yes,no
49586,RG-50.710.0002,Yes,Yes,no
49587,RG-50.710.0003,Yes,Yes,no
49588,RG-50.710.0004,Yes,Yes,no
49589,RG-50.710.0005,Yes,Yes,no
49602,RG-50.710.0006,Yes,Yes,no
49590,RG-50.710.0007,Yes,Yes,no
49591,RG-50.710.0008,Yes,Yes,no
49592,RG-50.710.0009,Yes,Yes,no
49593,RG-50.710.0010,Yes,Yes,no
49594,RG-50.710.0011,Yes,Yes,no
49595,RG-50.710.0012,Yes,Yes,no
49596,RG-50.710.0013,Yes,Yes,no
49597,RG-50.710.0014,Yes,Yes,no
49598,RG-50.710.0015,Yes,Yes,no
49599,RG-50.710.0016,Yes,Yes,no
49600,RG-50.710.0017,Yes,Yes,no
49601,RG-50.710.0018,Yes,Yes,no
48155,RG-50.711.0001,Yes,Yes,no
48167,RG-50.712.0001,Yes,Yes,no
49567,RG-50.713.0001,Yes,Yes,no
49635,RG-50.714.0001,Yes,Yes,no
49637,RG-50.714.0002,Yes,Yes,no
49639,RG-50.714.0003,Yes,Yes,no
49640,RG-50.714.0004,Yes,Yes,no
49641,RG-50.714.0005,Yes,Yes,no
49642,RG-50.714.0006,Yes,Yes,no
49643,RG-50.714.0007,Yes,Yes,no
49644,RG-50.714.0008,Yes,Yes,no
49645,RG-50.714.0009,Yes,Yes,no
49646,RG-50.714.0010,Yes,Yes,no
49749,RG-50.715.0001,Yes,Yes,no
50241,RG-50.716.0001,Yes,Yes,no
49122,RG-50.717.0001,Yes,Yes,no
60498,RG-50.718.0001,Yes,Yes,no
60510,RG-50.718.0002,Yes,Yes,no
60511,RG-50.718.0003,Yes,Yes,Yes
60512,RG-50.718.0004,Yes,Yes,no
60513,RG-50.718.0005,Yes,Yes,no
60514,RG-50.718.0006,Yes,Yes,no
60515,RG-50.718.0007,Yes,Yes,no
60516,RG-50.718.0008,Yes,Yes,no
60517,RG-50.718.0009,Yes,Yes,no
60518,RG-50.718.0010,Yes,Yes,no
60519,RG-50.718.0011,Yes,Yes,no
86035,RG-50.719.0001,Yes,Yes,no
86037,RG-50.719.0002,Yes,Yes,no
86038,RG-50.719.0003,Yes,Yes,no
86039,RG-50.719.0004,Yes,Yes,no
86040,RG-50.719.0005,Yes,Yes,no
86041,RG-50.719.0006,Yes,Yes,no
86042,RG-50.719.0007,Yes,Yes,no
86043,RG-50.719.0008,Yes,Yes,no
86047,RG-50.719.0009,Yes,Yes,no
86048,RG-50.719.0010,Yes,Yes,no
86049,RG-50.719.0011,Yes,Yes,no
86050,RG-50.719.0012,Yes,Yes,no
86051,RG-50.719.0013,Yes,Yes,no
86052,RG-50.719.0014,Yes,Yes,no
86053,RG-50.719.0015,Yes,Yes,no
86054,RG-50.719.0016,Yes,Yes,no
86055,RG-50.719.0017,Yes,Yes,no
86206,RG-50.719.0018,Yes,Yes,no
84871,RG-50.720.0001,Yes,Yes,no
693685,RG-50.720.0002,Yes,Yes,No
693694,RG-50.720.0003,Yes,Yes,No
693692,RG-50.720.0004,Yes,Yes,No
693691,RG-50.720.0005,Yes,Yes,No
693690,RG-50.720.0006,Yes,Yes,No
693689,RG-50.720.0007,Yes,Yes,No
693688,RG-50.720.0008,Yes,Yes,No
693687,RG-50.720.0009,Yes,Yes,No
693686,RG-50.720.0010,Yes,Yes,No
693693,RG-50.720.0011,Yes,Yes,No
723456,RG-50.720.0012,Yes,Yes,No
723457,RG-50.720.0013,Yes,Yes,No
723458,RG-50.720.0014,Yes,Yes,No
723459,RG-50.720.0015,Yes,Yes,No
723460,RG-50.720.0016,Yes,Yes,No
723461,RG-50.720.0017,Yes,Yes,No
723462,RG-50.720.0018,Yes,Yes,No
723463,RG-50.720.0019,Yes,Yes,No
723464,RG-50.720.0020,Yes,Yes,No
723465,RG-50.720.0021,Yes,Yes,No
723466,RG-50.720.0022,Yes,Yes,No
73168,RG-50.721.0001,Yes,Yes,no
73169,RG-50.721.0002,Yes,Yes,no
73173,RG-50.721.0003,Yes,Yes,no
73174,RG-50.721.0004,Yes,Yes,no
73175,RG-50.721.0005,Yes,Yes,no
73176,RG-50.721.0006,Yes,Yes,no
73177,RG-50.721.0007,Yes,Yes,no
73178,RG-50.721.0008,Yes,Yes,no
73179,RG-50.721.0009,Yes,Yes,no
73181,RG-50.721.0010,Yes,Yes,no
73182,RG-50.721.0011,Yes,Yes,no
73183,RG-50.721.0012,Yes,Yes,no
73184,RG-50.721.0013,Yes,Yes,no
73185,RG-50.721.0014,Yes,Yes,no
73191,RG-50.721.0015,Yes,Yes,no
73194,RG-50.721.0016,Yes,Yes,no
73195,RG-50.721.0017,Yes,Yes,no
73196,RG-50.721.0018,Yes,Yes,no
73197,RG-50.721.0019,Yes,Yes,no
73198,RG-50.721.0020,Yes,Yes,no
73199,RG-50.721.0021,Yes,Yes,no
73200,RG-50.721.0022,Yes,Yes,no
73201,RG-50.721.0023,Yes,Yes,no
73202,RG-50.721.0024,Yes,Yes,no
73203,RG-50.721.0025,Yes,Yes,no
73204,RG-50.721.0026,Yes,Yes,no
73205,RG-50.721.0027,Yes,Yes,no
73206,RG-50.721.0028,Yes,Yes,no
73208,RG-50.721.0029,Yes,Yes,no
73209,RG-50.721.0030,Yes,Yes,no
73210,RG-50.721.0031,Yes,Yes,no
73212,RG-50.721.0032,Yes,Yes,no
73213,RG-50.721.0033,Yes,Yes,no
73214,RG-50.721.0034,Yes,Yes,no
73215,RG-50.721.0035,Yes,Yes,no
73216,RG-50.721.0036,Yes,Yes,no
73217,RG-50.721.0037,Yes,Yes,no
73218,RG-50.721.0038,Yes,Yes,no
73219,RG-50.721.0039,Yes,Yes,no
73220,RG-50.721.0040,Yes,Yes,no
73221,RG-50.721.0041,Yes,Yes,no
73222,RG-50.721.0042,Yes,Yes,no
73223,RG-50.721.0043,Yes,Yes,no
74533,RG-50.722.0001,Yes,Yes,no
74546,RG-50.723.0001,Yes,Yes,no
74552,RG-50.724.0001,Yes,Yes,no
74558,RG-50.725.0001,Yes,Yes,no
74560,RG-50.726.0001,Yes,Yes,no
74562,RG-50.726.0002,Yes,Yes,no
74572,RG-50.727.0001,Yes,Yes,no
74577,RG-50.728.0001,Yes,Yes,no
74586,RG-50.729.0001,Yes,Yes,no
610442,RG-50.730.0001,Yes,Yes,Yes
74641,RG-50.731.0001,Yes,Yes,no
74651,RG-50.732.0001,Yes,Yes,no
73628,RG-50.733.0001,Yes,Yes,no
74666,RG-50.734.0001,Yes,Yes,no
74743,RG-50.735.0001,Yes,Yes,no
74744,RG-50.735.0002,Yes,Yes,no
74751,RG-50.736.0001,Yes,Yes,no
74762,RG-50.736.0002,Yes,Yes,no
74771,RG-50.737.0001,Yes,Yes,no
75113,RG-50.737.0002,Yes,Yes,no
74774,RG-50.738.0001,Yes,Yes,no
74789,RG-50.739.0001,Yes,Yes,no
74798,RG-50.740.0001,Yes,Yes,No
74814,RG-50.741.0001,Yes,Yes,no
74815,RG-50.741.0002,Yes,Yes,no
74816,RG-50.741.0003,Yes,Yes,no
74950,RG-50.742.0001,Yes,Yes,no
75114,RG-50.743.0001,Yes,Yes,no
75115,RG-50.744.0001,Yes,Yes,no
75212,RG-50.745.0001,Yes,Yes,No
75675,RG-50.746.0001,Yes,Yes,no
74885,RG-50.747.0001,Yes,Yes,no
75781,RG-50.747.0002,Yes,Yes,no
75903,RG-50.748.0001,Yes,Yes,no
75904,RG-50.748.0002,Yes,Yes,no
76090,RG-50.749.0001,Yes,Yes,no
76127,RG-50.750.0001,Yes,Yes,no
76177,RG-50.751.0001,Yes,Yes,no
85487,RG-50.751.0002,Yes,Yes,Yes
85488,RG-50.751.0003,Yes,Yes,no
85489,RG-50.751.0004,Yes,Yes,no
85490,RG-50.751.0005,Yes,Yes,Yes
85491,RG-50.751.0006,Yes,Yes,no
85492,RG-50.751.0007,Yes,Yes,no
85493,RG-50.751.0008,Yes,Yes,no
85494,RG-50.751.0009,Yes,Yes,no
85495,RG-50.751.0010,Yes,Yes,Yes
85496,RG-50.751.0011,Yes,Yes,no
85497,RG-50.751.0012,No,No,no
85498,RG-50.751.0013,Yes,Yes,no
85499,RG-50.751.0014,Yes,Yes,no
85500,RG-50.751.0015,Yes,Yes,no
560465,RG-50.751.0016,Yes,Yes,No
560466,RG-50.751.0017,Yes,Yes,No
560467,RG-50.751.0018,Yes,Yes,No
560468,RG-50.751.0019,Yes,Yes,No
560469,RG-50.751.0020,Yes,Yes,No
560470,RG-50.751.0021,Yes,Yes,Yes
560471,RG-50.751.0022,Yes,Yes,No
560472,RG-50.751.0023,Yes,Yes,No
560473,RG-50.751.0024,Yes,Yes,No
560474,RG-50.751.0025,Yes,Yes,No
560476,RG-50.751.0026,Yes,Yes,No
560477,RG-50.751.0027,Yes,Yes,No
560478,RG-50.751.0028,Yes,Yes,No
560479,RG-50.751.0029,Yes,Yes,No
560480,RG-50.751.0030,Yes,Yes,Yes
560481,RG-50.751.0031,Yes,Yes,No
560482,RG-50.751.0032,Yes,Yes,No
560483,RG-50.751.0033,Yes,Yes,No
560484,RG-50.751.0034,Yes,Yes,No
560485,RG-50.751.0035,Yes,Yes,No
560486,RG-50.751.0036,Yes,Yes,No
560487,RG-50.751.0037,Yes,Yes,No
560488,RG-50.751.0038,Yes,Yes,Yes
560489,RG-50.751.0039,Yes,Yes,No
560490,RG-50.751.0040,Yes,Yes,Yes
518481,RG-50.752.0001,Yes,Yes,no
76692,RG-50.753.0001,Yes,Yes,no
76695,RG-50.753.0002,Yes,Yes,no
76696,RG-50.753.0003,Yes,Yes,no
558107,RG-50.753.0004,Yes,Yes,no
77098,RG-50.754.0001,Yes,Yes,no
77099,RG-50.754.0002,Yes,Yes,no
76754,RG-50.755.0001,Yes,Yes,yes
76756,RG-50.755.0002,Yes,Yes,yes
76757,RG-50.755.0003,Yes,Yes,yes
76758,RG-50.755.0004,Yes,Yes,yes
76759,RG-50.755.0005,Yes,Yes,yes
76761,RG-50.755.0006,Yes,Yes,yes
76762,RG-50.755.0007,Yes,Yes,yes
76763,RG-50.755.0008,Yes,Yes,yes
76764,RG-50.755.0009,Yes,Yes,yes
76768,RG-50.755.0010,Yes,Yes,no
76769,RG-50.755.0011,Yes,Yes,no
556036,RG-50.755.0012,Yes,Yes,No
76815,RG-50.756.0001,Yes,Yes,no
76831,RG-50.757.0001,Yes,Yes,no
76766,RG-50.758.0001,Yes,Yes,no
79313,RG-50.759.0001,Yes,Yes,no
79661,RG-50.759.0002,Yes,Yes,no
79670,RG-50.759.0003,Yes,Yes,no
79698,RG-50.759.0004,Yes,Yes,no
79709,RG-50.759.0005,Yes,Yes,no
79728,RG-50.759.0006,Yes,Yes,no
79742,RG-50.759.0007,Yes,Yes,no
79743,RG-50.759.0008,Yes,Yes,no
79825,RG-50.759.0009,Yes,Yes,no
79826,RG-50.759.0010,Yes,Yes,no
79827,RG-50.759.0011,Yes,Yes,no
79828,RG-50.759.0012,Yes,Yes,no
79829,RG-50.759.0013,Yes,Yes,no
79830,RG-50.759.0014,Yes,Yes,no
79832,RG-50.759.0015,Yes,Yes,no
79833,RG-50.759.0016,Yes,Yes,no
79834,RG-50.759.0017,Yes,Yes,no
79835,RG-50.759.0018,Yes,Yes,no
79836,RG-50.759.0019,Yes,Yes,no
79889,RG-50.759.0020,Yes,Yes,no
79890,RG-50.759.0021,Yes,Yes,no
79891,RG-50.759.0022,Yes,Yes,no
79914,RG-50.759.0023,Yes,Yes,no
79916,RG-50.759.0024,Yes,Yes,no
79930,RG-50.759.0025,Yes,Yes,no
79934,RG-50.759.0026,Yes,Yes,no
79938,RG-50.759.0027,Yes,Yes,no
79939,RG-50.759.0028,Yes,Yes,no
79941,RG-50.759.0029,Yes,Yes,no
79942,RG-50.759.0030,Yes,Yes,no
79948,RG-50.759.0031,Yes,Yes,no
79959,RG-50.759.0032,Yes,Yes,no
79967,RG-50.759.0033,Yes,Yes,no
79980,RG-50.759.0034,Yes,Yes,no
79988,RG-50.759.0035,Yes,Yes,no
79990,RG-50.759.0036,Yes,Yes,no
79991,RG-50.759.0037,Yes,Yes,no
79996,RG-50.759.0038,Yes,Yes,no
79998,RG-50.759.0039,Yes,Yes,no
80005,RG-50.759.0040,Yes,Yes,no
80011,RG-50.759.0041,Yes,Yes,no
80014,RG-50.759.0042,Yes,Yes,no
80027,RG-50.759.0043,Yes,Yes,no
80031,RG-50.759.0044,Yes,Yes,no
80039,RG-50.759.0045,Yes,Yes,no
80046,RG-50.759.0046,Yes,Yes,no
80047,RG-50.759.0047,Yes,Yes,no
80048,RG-50.759.0048,Yes,Yes,no
80049,RG-50.759.0049,Yes,Yes,no
81113,RG-50.759.0050,Yes,Yes,no
80052,RG-50.759.0051,Yes,Yes,no
80099,RG-50.759.0052,Yes,Yes,no
80100,RG-50.759.0053,Yes,Yes,no
80101,RG-50.759.0054,Yes,Yes,no
80102,RG-50.759.0055,Yes,Yes,no
80104,RG-50.759.0056,Yes,Yes,no
80105,RG-50.759.0057,Yes,Yes,no
80107,RG-50.759.0058,Yes,Yes,no
80108,RG-50.759.0059,Yes,Yes,no
80110,RG-50.759.0060,Yes,Yes,no
80112,RG-50.759.0061,Yes,Yes,no
80114,RG-50.759.0062,Yes,Yes,no
80116,RG-50.759.0063,Yes,Yes,no
80117,RG-50.759.0064,Yes,Yes,no
80120,RG-50.759.0065,Yes,Yes,no
80121,RG-50.759.0066,Yes,Yes,no
80122,RG-50.759.0067,Yes,Yes,no
80123,RG-50.759.0068,Yes,Yes,no
80125,RG-50.759.0069,Yes,Yes,no
80126,RG-50.759.0070,Yes,Yes,no
80127,RG-50.759.0071,Yes,Yes,no
80128,RG-50.759.0072,Yes,Yes,no
80129,RG-50.759.0073,Yes,Yes,no
80130,RG-50.759.0074,Yes,Yes,no
80133,RG-50.759.0075,Yes,Yes,no
80134,RG-50.759.0076,Yes,Yes,no
80135,RG-50.759.0077,Yes,Yes,no
80136,RG-50.759.0078,Yes,Yes,no
80137,RG-50.759.0079,Yes,Yes,no
80865,RG-50.759.0080,Yes,Yes,no
80866,RG-50.759.0081,Yes,Yes,no
80867,RG-50.759.0082,Yes,Yes,no
