irn,RG Number,Record on the Internet,Record on the Intranet,Has Transcript?
508797,RG-50.028.0059,Yes,Yes,No
508798,RG-50.028.0060,Yes,Yes,No
508799,RG-50.028.0061,Yes,Yes,no
508805,RG-50.028.0062,Yes,Yes,No
508806,RG-50.028.0063,Yes,Yes,No
508807,RG-50.028.0064,Yes,Yes,No
508808,RG-50.028.0065,Yes,Yes,No
508809,RG-50.028.0066,Yes,Yes,no
508810,RG-50.028.0067,Yes,Yes,No
508811,RG-50.028.0068,Yes,Yes,no
508812,RG-50.028.0069,Yes,Yes,no
508813,RG-50.028.0070,Yes,Yes,no
508814,RG-50.028.0071,Yes,Yes,no
508815,RG-50.028.0072,Yes,Yes,No
508816,RG-50.028.0073,Yes,Yes,no
508817,RG-50.028.0074,Yes,Yes,no
508818,RG-50.028.0075,Yes,Yes,no
508819,RG-50.028.0076,Yes,Yes,no
508820,RG-50.028.0078,Yes,Yes,no
508821,RG-50.028.0079,Yes,Yes,No
508822,RG-50.028.0080,Yes,Yes,no
508823,RG-50.028.0081,Yes,Yes,no
508824,RG-50.028.0083,Yes,Yes,no
508825,RG-50.028.0084,Yes,Yes,no
508826,RG-50.028.0085,Yes,Yes,no
508827,RG-50.028.0087,Yes,Yes,no
508828,RG-50.028.0088,Yes,Yes,no
508829,RG-50.028.0089,Yes,Yes,no
508830,RG-50.028.0090,Yes,Yes,no
508831,RG-50.028.0091,Yes,Yes,no
508832,RG-50.028.0092,Yes,Yes,no
508833,RG-50.028.0093,Yes,Yes,no
508834,RG-50.028.0094,Yes,Yes,no
509097,RG-50.028.0095,Yes,Yes,no
508835,RG-50.028.0097,Yes,Yes,no
508837,RG-50.028.0098,Yes,Yes,no
508838,RG-50.028.0099,Yes,Yes,no
508839,RG-50.028.0100,Yes,Yes,no
508840,RG-50.028.0101,Yes,Yes,no
508841,RG-50.028.0102,Yes,Yes,no
508842,RG-50.028.0103,Yes,Yes,no
508848,RG-50.028.0104,Yes,Yes,no
508849,RG-50.028.0105,Yes,Yes,no
508850,RG-50.028.0106,Yes,Yes,no
508851,RG-50.028.0107,Yes,Yes,no
508852,RG-50.028.0108,Yes,Yes,no
508853,RG-50.028.0109,Yes,Yes,no
508854,RG-50.028.0110,Yes,Yes,no
508855,RG-50.028.0111,Yes,Yes,no
508856,RG-50.028.0112,Yes,Yes,no
508857,RG-50.028.0113,Yes,Yes,no
508858,RG-50.028.0114,Yes,Yes,no
508859,RG-50.028.0115,Yes,Yes,no
508860,RG-50.028.0116,Yes,Yes,no
508861,RG-50.028.0117,Yes,Yes,No
508862,RG-50.028.0118,Yes,Yes,no
508863,RG-50.028.0119,Yes,Yes,no
508864,RG-50.028.0120,Yes,Yes,no
508865,RG-50.028.0121,Yes,Yes,no
508866,RG-50.028.0122,Yes,Yes,no
508867,RG-50.028.0123,Yes,Yes,no
508868,RG-50.028.0124,Yes,Yes,no
508869,RG-50.028.0125,Yes,Yes,no
509370,RG-50.028.0126,Yes,Yes,no
509371,RG-50.028.0127,Yes,Yes,no
509372,RG-50.028.0128,Yes,Yes,no
510187,RG-50.028.0129,Yes,Yes,no
511610,RG-50.029.0001,Yes,Yes,No
511611,RG-50.029.0002,Yes,Yes,no
511612,RG-50.029.0003,Yes,Yes,No
511613,RG-50.029.0004,Yes,Yes,No
511614,RG-50.029.0005,Yes,Yes,no
511615,RG-50.029.0006,Yes,Yes,No
511616,RG-50.029.0007,Yes,Yes,no
511617,RG-50.029.0008,Yes,Yes,No
511618,RG-50.029.0009,Yes,Yes,no
511619,RG-50.029.0010,Yes,Yes,No
511620,RG-50.029.0011,Yes,Yes,No
511621,RG-50.029.0012,Yes,Yes,No
511622,RG-50.029.0013,Yes,Yes,No
511623,RG-50.029.0014,Yes,Yes,No
511624,RG-50.029.0015,Yes,Yes,No
511625,RG-50.029.0016,Yes,Yes,No
511626,RG-50.029.0017,Yes,Yes,no
511627,RG-50.029.0018,Yes,Yes,No
511628,RG-50.029.0019,Yes,Yes,No
511629,RG-50.029.0020,Yes,Yes,yes
511630,RG-50.029.0021,Yes,Yes,yes
511631,RG-50.029.0022,Yes,Yes,No
511632,RG-50.029.0023,Yes,Yes,No
511633,RG-50.029.0024,Yes,Yes,No
511634,RG-50.029.0025,Yes,Yes,No
511635,RG-50.029.0026,Yes,Yes,No
511636,RG-50.029.0027,Yes,Yes,yes
511637,RG-50.029.0028,Yes,Yes,No
511638,RG-50.029.0029,Yes,Yes,No
511639,RG-50.029.0030,Yes,Yes,No
511640,RG-50.029.0031,Yes,Yes,yes
511641,RG-50.029.0032,Yes,Yes,no
511642,RG-50.029.0033,Yes,Yes,No
511643,RG-50.029.0034,Yes,Yes,No
511644,RG-50.029.0035,Yes,Yes,No
504467,RG-50.030.0001,Yes,Yes,Yes
504468,RG-50.030.0002,Yes,Yes,yes
504469,RG-50.030.0003,Yes,Yes,yes
504522,RG-50.030.0004,Yes,Yes,yes
504523,RG-50.030.0005,Yes,Yes,yes
504524,RG-50.030.0006,Yes,Yes,yes
504525,RG-50.030.0007,Yes,Yes,yes
504526,RG-50.030.0008,Yes,Yes,yes
504527,RG-50.030.0009,Yes,Yes,No
504528,RG-50.030.0010,Yes,Yes,No
504454,RG-50.030.0011,Yes,Yes,yes
504447,RG-50.030.0012,Yes,Yes,yes
504448,RG-50.030.0013,Yes,Yes,yes
504451,RG-50.030.0014,Yes,Yes,yes
504452,RG-50.030.0015,Yes,Yes,yes
504529,RG-50.030.0016,Yes,Yes,yes
504530,RG-50.030.0017,Yes,Yes,yes
504531,RG-50.030.0018,Yes,Yes,yes
504443,RG-50.030.0019,Yes,Yes,yes
504449,RG-50.030.0020,Yes,Yes,yes
504453,RG-50.030.0021,Yes,Yes,yes
504465,RG-50.030.0022,Yes,Yes,yes
504450,RG-50.030.0023,Yes,Yes,yes
504532,RG-50.030.0025,Yes,Yes,yes
504533,RG-50.030.0026,Yes,Yes,yes
504534,RG-50.030.0027,Yes,Yes,yes
508320,RG-50.030.0028,Yes,Yes,yes
504458,RG-50.030.0029,Yes,Yes,yes
504535,RG-50.030.0030,Yes,Yes,yes
504536,RG-50.030.0031,Yes,Yes,yes
504537,RG-50.030.0032,Yes,Yes,yes
504538,RG-50.030.0033,Yes,Yes,yes
504459,RG-50.030.0034,Yes,Yes,yes
504539,RG-50.030.0035,Yes,Yes,yes
504540,RG-50.030.0036,Yes,Yes,yes
504541,RG-50.030.0037,Yes,Yes,yes
506771,RG-50.030.0038,Yes,Yes,yes
519795,RG-50.030.0039,No,No,no
504542,RG-50.030.0040,Yes,Yes,yes
504543,RG-50.030.0041,Yes,Yes,yes
506766,RG-50.030.0042,Yes,Yes,yes
506773,RG-50.030.0043,Yes,Yes,yes
504544,RG-50.030.0044,Yes,Yes,yes
504545,RG-50.030.0045,Yes,Yes,yes
504546,RG-50.030.0046,Yes,Yes,yes
504547,RG-50.030.0047,Yes,Yes,yes
504548,RG-50.030.0048,Yes,Yes,yes
504455,RG-50.030.0049,Yes,Yes,yes
504549,RG-50.030.0050,Yes,Yes,yes
504445,RG-50.030.0051,Yes,Yes,yes
504550,RG-50.030.0052,Yes,Yes,yes
504551,RG-50.030.0053,Yes,Yes,no
504552,RG-50.030.0054,Yes,Yes,yes
504553,RG-50.030.0055,Yes,Yes,yes
504466,RG-50.030.0056,Yes,Yes,yes
504554,RG-50.030.0057,Yes,Yes,yes
504555,RG-50.030.0058,Yes,Yes,yes
506774,RG-50.030.0059,Yes,Yes,yes
504556,RG-50.030.0060,Yes,Yes,yes
504557,RG-50.030.0061,Yes,Yes,yes
504558,RG-50.030.0062,Yes,Yes,yes
504559,RG-50.030.0063,Yes,Yes,yes
504560,RG-50.030.0064,Yes,Yes,yes
504561,RG-50.030.0065,Yes,Yes,yes
504562,RG-50.030.0066,Yes,Yes,yes
504563,RG-50.030.0067,Yes,Yes,yes
504564,RG-50.030.0068,Yes,Yes,yes
504565,RG-50.030.0069,Yes,Yes,yes
504566,RG-50.030.0070,Yes,Yes,yes
504567,RG-50.030.0071,Yes,Yes,yes
504568,RG-50.030.0072,Yes,Yes,yes
504569,RG-50.030.0073,Yes,Yes,yes
504570,RG-50.030.0074,Yes,Yes,yes
504571,RG-50.030.0075,Yes,Yes,yes
504572,RG-50.030.0076,Yes,Yes,yes
504573,RG-50.030.0077,Yes,Yes,yes
504574,RG-50.030.0078,Yes,Yes,yes
504442,RG-50.030.0079,Yes,Yes,yes
504575,RG-50.030.0080,Yes,Yes,yes
504576,RG-50.030.0081,Yes,Yes,yes
504577,RG-50.030.0082,Yes,Yes,yes
504578,RG-50.030.0083,Yes,Yes,yes
504579,RG-50.030.0084,Yes,Yes,yes
504580,RG-50.030.0085,Yes,Yes,yes
504581,RG-50.030.0086,Yes,Yes,yes
504582,RG-50.030.0087,Yes,Yes,yes
504583,RG-50.030.0088,Yes,Yes,yes
504584,RG-50.030.0089,Yes,Yes,yes
506762,RG-50.030.0090,Yes,Yes,yes
504585,RG-50.030.0091,Yes,Yes,yes
504586,RG-50.030.0092,Yes,Yes,yes
504587,RG-50.030.0093,Yes,Yes,yes
504588,RG-50.030.0094,Yes,Yes,yes
504589,RG-50.030.0095,Yes,Yes,yes
504590,RG-50.030.0096,Yes,Yes,yes
504591,RG-50.030.0097,Yes,Yes,yes
504592,RG-50.030.0098,Yes,Yes,yes
504593,RG-50.030.0099,Yes,Yes,yes
504594,RG-50.030.0100,Yes,Yes,yes
504595,RG-50.030.0101,Yes,Yes,yes
504596,RG-50.030.0102,Yes,Yes,yes
504597,RG-50.030.0103,Yes,Yes,yes
504598,RG-50.030.0104,Yes,Yes,yes
504599,RG-50.030.0105,Yes,Yes,yes
504600,RG-50.030.0106,Yes,Yes,yes
504601,RG-50.030.0107,Yes,Yes,yes
504602,RG-50.030.0108,Yes,Yes,yes
504603,RG-50.030.0109,Yes,Yes,yes
504604,RG-50.030.0110,Yes,Yes,yes
504605,RG-50.030.0111,Yes,Yes,yes
504606,RG-50.030.0112,Yes,Yes,yes
504607,RG-50.030.0113,Yes,Yes,yes
504608,RG-50.030.0114,Yes,Yes,yes
504609,RG-50.030.0115,Yes,Yes,yes
504610,RG-50.030.0116,Yes,Yes,yes
504611,RG-50.030.0117,Yes,Yes,yes
504612,RG-50.030.0118,Yes,Yes,yes
504613,RG-50.030.0119,Yes,Yes,yes
504614,RG-50.030.0120,Yes,Yes,yes
504615,RG-50.030.0121,Yes,Yes,yes
504616,RG-50.030.0122,Yes,Yes,yes
504617,RG-50.030.0123,Yes,Yes,yes
504618,RG-50.030.0124,Yes,Yes,yes
504619,RG-50.030.0125,Yes,Yes,yes
504620,RG-50.030.0126,Yes,Yes,yes
504621,RG-50.030.0127,Yes,Yes,yes
504622,RG-50.030.0128,Yes,Yes,yes
504623,RG-50.030.0129,Yes,Yes,yes
504624,RG-50.030.0130,Yes,Yes,yes
504625,RG-50.030.0131,Yes,Yes,yes
504626,RG-50.030.0132,Yes,Yes,yes
504627,RG-50.030.0133,Yes,Yes,yes
504628,RG-50.030.0134,Yes,Yes,yes
504629,RG-50.030.0135,Yes,Yes,yes
504630,RG-50.030.0136,Yes,Yes,yes
504631,RG-50.030.0137,Yes,Yes,yes
504632,RG-50.030.0138,Yes,Yes,yes
504633,RG-50.030.0139,Yes,Yes,yes
504634,RG-50.030.0140,Yes,Yes,yes
504635,RG-50.030.0141,Yes,Yes,yes
504636,RG-50.030.0142,Yes,Yes,yes
504637,RG-50.030.0143,Yes,Yes,yes
504638,RG-50.030.0144,Yes,Yes,yes
504639,RG-50.030.0145,Yes,Yes,yes
504640,RG-50.030.0146,Yes,Yes,yes
504641,RG-50.030.0147,Yes,Yes,yes
504642,RG-50.030.0148,Yes,Yes,yes
504643,RG-50.030.0149,Yes,Yes,yes
504644,RG-50.030.0150,Yes,Yes,yes
504645,RG-50.030.0151,Yes,Yes,yes
504646,RG-50.030.0152,Yes,Yes,yes
504647,RG-50.030.0153,Yes,Yes,yes
504648,RG-50.030.0154,Yes,Yes,yes
504649,RG-50.030.0155,Yes,Yes,yes
504650,RG-50.030.0156,Yes,Yes,yes
504651,RG-50.030.0157,Yes,Yes,yes
504652,RG-50.030.0158,Yes,Yes,yes
504653,RG-50.030.0159,Yes,Yes,yes
504654,RG-50.030.0160,Yes,Yes,yes
504659,RG-50.030.0161,Yes,Yes,yes
504665,RG-50.030.0162,Yes,Yes,yes
504666,RG-50.030.0163,Yes,Yes,yes
504667,RG-50.030.0164,Yes,Yes,yes
504668,RG-50.030.0165,Yes,Yes,yes
504669,RG-50.030.0166,Yes,Yes,yes
504670,RG-50.030.0167,Yes,Yes,yes
504671,RG-50.030.0168,Yes,Yes,yes
504672,RG-50.030.0169,Yes,Yes,yes
504673,RG-50.030.0170,Yes,Yes,yes
504660,RG-50.030.0171,Yes,Yes,yes
504661,RG-50.030.0172,Yes,Yes,yes
504662,RG-50.030.0173,Yes,Yes,no
504663,RG-50.030.0174,Yes,Yes,yes
504664,RG-50.030.0175,Yes,Yes,yes
504676,RG-50.030.0176,Yes,Yes,yes
504675,RG-50.030.0177,Yes,Yes,yes
504674,RG-50.030.0178,Yes,Yes,yes
504677,RG-50.030.0180,Yes,Yes,yes
506763,RG-50.030.0181,Yes,Yes,yes
504678,RG-50.030.0182,Yes,Yes,yes
504679,RG-50.030.0183,Yes,Yes,yes
504680,RG-50.030.0184,Yes,Yes,yes
504681,RG-50.030.0185,Yes,Yes,yes
504682,RG-50.030.0186,Yes,Yes,yes
504683,RG-50.030.0187,Yes,Yes,yes
504684,RG-50.030.0188,Yes,Yes,yes
504685,RG-50.030.0189,Yes,Yes,yes
504686,RG-50.030.0191,Yes,Yes,yes
504687,RG-50.030.0192,Yes,Yes,yes
504688,RG-50.030.0193,Yes,Yes,no
504689,RG-50.030.0194,Yes,Yes,yes
504690,RG-50.030.0195,Yes,Yes,yes
504691,RG-50.030.0196,Yes,Yes,yes
506760,RG-50.030.0197,Yes,Yes,yes
504692,RG-50.030.0198,Yes,Yes,yes
504693,RG-50.030.0199,Yes,Yes,yes
504694,RG-50.030.0200,Yes,Yes,yes
504695,RG-50.030.0201,Yes,Yes,yes
504696,RG-50.030.0202,Yes,Yes,yes
504408,RG-50.030.0203,Yes,Yes,yes
504697,RG-50.030.0204,Yes,Yes,yes
504698,RG-50.030.0205,Yes,Yes,yes
506772,RG-50.030.0206,Yes,Yes,yes
504699,RG-50.030.0207,Yes,Yes,yes
504700,RG-50.030.0208,Yes,Yes,yes
504701,RG-50.030.0209,Yes,Yes,yes
504702,RG-50.030.0210,Yes,Yes,yes
504703,RG-50.030.0211,Yes,Yes,yes
504704,RG-50.030.0212,Yes,Yes,yes
504705,RG-50.030.0213,Yes,Yes,yes
504706,RG-50.030.0214,Yes,Yes,yes
504707,RG-50.030.0215,Yes,Yes,yes
504708,RG-50.030.0216,Yes,Yes,yes
504709,RG-50.030.0217,Yes,Yes,yes
504710,RG-50.030.0218,Yes,Yes,yes
504711,RG-50.030.0219,Yes,Yes,yes
504712,RG-50.030.0220,Yes,Yes,yes
504713,RG-50.030.0221,Yes,Yes,yes
506761,RG-50.030.0222,Yes,Yes,yes
504714,RG-50.030.0223,Yes,Yes,yes
504715,RG-50.030.0224,Yes,Yes,yes
506764,RG-50.030.0225,Yes,Yes,yes
504716,RG-50.030.0226,Yes,Yes,yes
504717,RG-50.030.0227,Yes,Yes,yes
504718,RG-50.030.0228,Yes,Yes,yes
504719,RG-50.030.0229,Yes,Yes,yes
504720,RG-50.030.0230,Yes,Yes,yes
504721,RG-50.030.0231,Yes,Yes,yes
506754,RG-50.030.0232,Yes,Yes,yes
507303,RG-50.030.0233,Yes,Yes,yes
504723,RG-50.030.0234,Yes,Yes,yes
504724,RG-50.030.0235,Yes,Yes,yes
504725,RG-50.030.0236,Yes,Yes,yes
504726,RG-50.030.0237,Yes,Yes,yes
504734,RG-50.030.0238,Yes,Yes,yes
504735,RG-50.030.0239,Yes,Yes,yes
504722,RG-50.030.0240,Yes,Yes,yes
506767,RG-50.030.0241,Yes,Yes,yes
504736,RG-50.030.0242,Yes,Yes,yes
504727,RG-50.030.0243,Yes,Yes,yes
504728,RG-50.030.0244,Yes,Yes,yes
504729,RG-50.030.0245,Yes,Yes,yes
504730,RG-50.030.0246,Yes,Yes,yes
504731,RG-50.030.0247,Yes,Yes,yes
504732,RG-50.030.0248,Yes,Yes,yes
504733,RG-50.030.0249,Yes,Yes,yes
504737,RG-50.030.0250,Yes,Yes,yes
504738,RG-50.030.0251,Yes,Yes,yes
504739,RG-50.030.0252,Yes,Yes,yes
504743,RG-50.030.0253,Yes,Yes,yes
504749,RG-50.030.0254,Yes,Yes,yes
504750,RG-50.030.0255,Yes,Yes,yes
504751,RG-50.030.0256,Yes,Yes,yes
506769,RG-50.030.0257,Yes,Yes,yes
504752,RG-50.030.0258,Yes,Yes,yes
504753,RG-50.030.0259,Yes,Yes,yes
504740,RG-50.030.0260,Yes,Yes,yes
504741,RG-50.030.0261,Yes,Yes,yes
504742,RG-50.030.0262,Yes,Yes,yes
504744,RG-50.030.0263,Yes,Yes,yes
504745,RG-50.030.0264,Yes,Yes,yes
504746,RG-50.030.0265,Yes,Yes,yes
504747,RG-50.030.0266,Yes,Yes,Yes
507301,RG-50.030.0267,No,No,yes
504748,RG-50.030.0268,Yes,Yes,yes
507286,RG-50.030.0269,Yes,Yes,yes
504754,RG-50.030.0270,Yes,Yes,yes
504755,RG-50.030.0271,Yes,Yes,yes
504756,RG-50.030.0272,Yes,Yes,yes
504757,RG-50.030.0273,Yes,Yes,yes
504758,RG-50.030.0274,Yes,Yes,yes
504759,RG-50.030.0275,Yes,Yes,yes
504760,RG-50.030.0276,Yes,Yes,yes
504761,RG-50.030.0277,Yes,Yes,yes
504762,RG-50.030.0278,Yes,Yes,no
504765,RG-50.030.0279,Yes,Yes,yes
504764,RG-50.030.0280,Yes,Yes,yes
504766,RG-50.030.0281,Yes,Yes,yes
504763,RG-50.030.0282,Yes,Yes,yes
504767,RG-50.030.0283,Yes,Yes,yes
504768,RG-50.030.0284,Yes,Yes,yes
504769,RG-50.030.0285,Yes,Yes,No
504770,RG-50.030.0286,Yes,Yes,yes
504772,RG-50.030.0287,Yes,Yes,yes
504771,RG-50.030.0288,Yes,Yes,yes
504773,RG-50.030.0289,Yes,Yes,yes
504786,RG-50.030.0290,Yes,Yes,yes
504787,RG-50.030.0291,Yes,Yes,yes
504788,RG-50.030.0292,Yes,Yes,yes
504789,RG-50.030.0293,Yes,Yes,yes
504790,RG-50.030.0294,Yes,Yes,yes
504791,RG-50.030.0295,Yes,Yes,yes
504792,RG-50.030.0296,Yes,Yes,yes
504793,RG-50.030.0298,Yes,Yes,yes
504794,RG-50.030.0299,Yes,Yes,yes
504795,RG-50.030.0300,Yes,Yes,yes
504796,RG-50.030.0301,Yes,Yes,yes
504797,RG-50.030.0302,Yes,Yes,yes
504798,RG-50.030.0303,Yes,Yes,yes
504799,RG-50.030.0304,Yes,Yes,yes
504800,RG-50.030.0305,Yes,Yes,yes
504801,RG-50.030.0306,Yes,Yes,yes
504802,RG-50.030.0307,Yes,Yes,yes
504803,RG-50.030.0308,Yes,Yes,yes
504804,RG-50.030.0309,Yes,Yes,yes
504805,RG-50.030.0310,Yes,Yes,yes
504806,RG-50.030.0311,Yes,Yes,yes
504807,RG-50.030.0312,Yes,Yes,yes
504808,RG-50.030.0313,Yes,Yes,yes
504809,RG-50.030.0314,Yes,Yes,yes
504810,RG-50.030.0315,Yes,Yes,yes
504811,RG-50.030.0316,Yes,Yes,yes
504812,RG-50.030.0317,Yes,Yes,yes
504813,RG-50.030.0318,Yes,Yes,yes
504814,RG-50.030.0319,Yes,Yes,yes
504815,RG-50.030.0320,Yes,Yes,yes
504444,RG-50.030.0321,Yes,Yes,yes
504816,RG-50.030.0322,Yes,Yes,yes
504817,RG-50.030.0323,Yes,Yes,no
504818,RG-50.030.0324,Yes,Yes,yes
504819,RG-50.030.0325,Yes,Yes,yes
504820,RG-50.030.0326,Yes,Yes,yes
504821,RG-50.030.0327,Yes,Yes,yes
504822,RG-50.030.0328,Yes,Yes,yes
504823,RG-50.030.0329,Yes,Yes,yes
504824,RG-50.030.0330,Yes,Yes,yes
504825,RG-50.030.0331,Yes,Yes,yes
504826,RG-50.030.0332,Yes,Yes,yes
504827,RG-50.030.0333,Yes,Yes,yes
504828,RG-50.030.0334,Yes,Yes,yes
504829,RG-50.030.0335,Yes,Yes,yes
504830,RG-50.030.0336,Yes,Yes,yes
504831,RG-50.030.0337,Yes,Yes,yes
504832,RG-50.030.0338,Yes,Yes,yes
504833,RG-50.030.0339,Yes,Yes,yes
504834,RG-50.030.0340,Yes,Yes,yes
504835,RG-50.030.0341,Yes,Yes,yes
504836,RG-50.030.0342,Yes,Yes,yes
504837,RG-50.030.0343,Yes,Yes,yes
504838,RG-50.030.0344,Yes,Yes,yes
504839,RG-50.030.0345,Yes,Yes,yes
504840,RG-50.030.0346,Yes,Yes,yes
504841,RG-50.030.0347,Yes,Yes,yes
504842,RG-50.030.0348,Yes,Yes,yes
504843,RG-50.030.0349,Yes,Yes,yes
507302,RG-50.030.0350,Yes,Yes,yes
504844,RG-50.030.0351,Yes,Yes,yes
504845,RG-50.030.0352,Yes,Yes,yes
504846,RG-50.030.0353,Yes,Yes,yes
504847,RG-50.030.0354,Yes,Yes,yes
504848,RG-50.030.0355,Yes,Yes,yes
504849,RG-50.030.0356,Yes,Yes,yes
504850,RG-50.030.0357,Yes,Yes,yes
504851,RG-50.030.0358,Yes,Yes,yes
504852,RG-50.030.0359,Yes,Yes,yes
504853,RG-50.030.0360,Yes,Yes,yes
504854,RG-50.030.0361,Yes,Yes,yes
504855,RG-50.030.0362,Yes,Yes,yes
504856,RG-50.030.0363,Yes,Yes,yes
504857,RG-50.030.0364,Yes,Yes,yes
504858,RG-50.030.0365,Yes,Yes,yes
504859,RG-50.030.0366,Yes,Yes,yes
504860,RG-50.030.0367,Yes,Yes,yes
504861,RG-50.030.0368,Yes,Yes,yes
504862,RG-50.030.0369,Yes,Yes,no
504863,RG-50.030.0370,Yes,Yes,yes
504864,RG-50.030.0371,Yes,Yes,yes
504865,RG-50.030.0372,Yes,Yes,yes
504866,RG-50.030.0373,Yes,Yes,yes
504867,RG-50.030.0374,Yes,Yes,yes
504868,RG-50.030.0375,Yes,Yes,yes
504869,RG-50.030.0376,Yes,Yes,yes
504870,RG-50.030.0377,Yes,Yes,yes
504871,RG-50.030.0378,Yes,Yes,yes
504872,RG-50.030.0379,Yes,Yes,yes
504873,RG-50.030.0380,Yes,Yes,yes
504874,RG-50.030.0381,Yes,Yes,yes
504875,RG-50.030.0382,Yes,Yes,yes
506776,RG-50.030.0383,Yes,Yes,yes
505915,RG-50.030.0384,Yes,Yes,yes
505917,RG-50.030.0386,Yes,Yes,yes
505918,RG-50.030.0387,Yes,Yes,yes
506410,RG-50.030.0388,Yes,Yes,yes
506411,RG-50.030.0389,Yes,Yes,yes
506424,RG-50.030.0390,Yes,Yes,yes
506412,RG-50.030.0391,Yes,Yes,yes
506448,RG-50.030.0392,Yes,Yes,yes
506413,RG-50.030.0393,Yes,Yes,yes
506449,RG-50.030.0394,Yes,Yes,yes
506450,RG-50.030.0395,Yes,Yes,yes
506768,RG-50.030.0396,Yes,Yes,yes
507287,RG-50.030.0397,Yes,Yes,yes
507288,RG-50.030.0398,Yes,Yes,yes
507290,RG-50.030.0399,Yes,Yes,yes
507289,RG-50.030.0400,Yes,Yes,yes
507291,RG-50.030.0401,Yes,Yes,yes
507292,RG-50.030.0402,Yes,Yes,yes
507296,RG-50.030.0403,Yes,Yes,yes
507293,RG-50.030.0404,Yes,Yes,yes
507294,RG-50.030.0405,Yes,Yes,yes
507295,RG-50.030.0406,Yes,Yes,yes
507297,RG-50.030.0407,Yes,Yes,yes
507298,RG-50.030.0408,Yes,Yes,yes
507299,RG-50.030.0409,Yes,Yes,yes
512935,RG-50.030.0410,Yes,Yes,yes
508479,RG-50.030.0411,Yes,Yes,yes
508494,RG-50.030.0412,Yes,Yes,yes
508800,RG-50.030.0413,Yes,Yes,yes
508801,RG-50.030.0414,Yes,Yes,yes
509676,RG-50.030.0415,Yes,Yes,yes
509677,RG-50.030.0416,Yes,Yes,yes
509707,RG-50.030.0417,Yes,Yes,yes
509708,RG-50.030.0418,Yes,Yes,yes
509709,RG-50.030.0419,Yes,Yes,yes
510114,RG-50.030.0420,Yes,Yes,yes
504883,RG-50.030.0421,Yes,Yes,yes
504884,RG-50.030.0422,Yes,Yes,yes
504885,RG-50.030.0423,Yes,Yes,yes
504889,RG-50.030.0424,Yes,Yes,yes
504896,RG-50.030.0425,Yes,Yes,yes
504897,RG-50.030.0426,Yes,Yes,yes
504900,RG-50.030.0427,Yes,Yes,yes
504901,RG-50.030.0428,Yes,Yes,yes
504902,RG-50.030.0429,Yes,Yes,yes
504903,RG-50.030.0430,Yes,Yes,yes
504904,RG-50.030.0431,Yes,Yes,yes
504905,RG-50.030.0432,Yes,Yes,No
504906,RG-50.030.0433,Yes,Yes,yes
504907,RG-50.030.0434,Yes,Yes,No
504908,RG-50.030.0435,Yes,Yes,yes
504909,RG-50.030.0436,Yes,Yes,yes
504910,RG-50.030.0437,Yes,Yes,no
504911,RG-50.030.0438,Yes,Yes,no
504912,RG-50.030.0439,Yes,Yes,yes
504914,RG-50.030.0440,Yes,Yes,yes
504915,RG-50.030.0441,Yes,Yes,yes
504916,RG-50.030.0442,Yes,Yes,yes
504921,RG-50.030.0443,Yes,Yes,yes
506742,RG-50.030.0444,Yes,Yes,yes
504930,RG-50.030.0445,Yes,Yes,yes
504931,RG-50.030.0446,Yes,Yes,yes
504932,RG-50.030.0447,Yes,Yes,yes
504933,RG-50.030.0448,Yes,Yes,yes
504934,RG-50.030.0449,Yes,Yes,yes
506757,RG-50.030.0450,Yes,Yes,yes
504937,RG-50.030.0451,Yes,Yes,yes
506732,RG-50.030.0452,Yes,Yes,yes
506734,RG-50.030.0453,Yes,Yes,yes
506738,RG-50.030.0454,Yes,Yes,no
506688,RG-50.030.0455,Yes,Yes,yes
506745,RG-50.030.0456,Yes,Yes,yes
506713,RG-50.030.0457,Yes,Yes,yes
506724,RG-50.030.0458,Yes,Yes,yes
510351,RG-50.030.0459,Yes,Yes,yes
506744,RG-50.030.0460,Yes,Yes,yes
508467,RG-50.030.0461,Yes,Yes,yes
508470,RG-50.030.0462,Yes,Yes,yes
508706,RG-50.030.0463,Yes,Yes,yes
510323,RG-50.030.0464,Yes,Yes,yes
519930,RG-50.030.0465,Yes,Yes,yes
511184,RG-50.030.0466,Yes,Yes,yes
511185,RG-50.030.0467,Yes,Yes,yes
511520,RG-50.030.0468,Yes,Yes,no
511521,RG-50.030.0469,Yes,Yes,yes
512294,RG-50.030.0470,Yes,Yes,yes
512295,RG-50.030.0471,Yes,Yes,yes
512296,RG-50.030.0472,Yes,Yes,Yes
512782,RG-50.030.0473,Yes,Yes,yes
512891,RG-50.030.0474,Yes,Yes,yes
513271,RG-50.030.0475,Yes,Yes,yes
513273,RG-50.030.0476,Yes,Yes,yes
513365,RG-50.030.0477,Yes,Yes,yes
514104,RG-50.030.0478,Yes,Yes,yes
514105,RG-50.030.0479,Yes,Yes,yes
514183,RG-50.030.0480,Yes,Yes,yes
514469,RG-50.030.0481,Yes,Yes,yes
514844,RG-50.030.0482,Yes,Yes,yes
514865,RG-50.030.0483,Yes,Yes,yes
514875,RG-50.030.0484,Yes,Yes,yes
514874,RG-50.030.0485,Yes,Yes,yes
515153,RG-50.030.0486,Yes,Yes,yes
515272,RG-50.030.0487,Yes,Yes,yes
515580,RG-50.030.0488,Yes,Yes,yes
516009,RG-50.030.0489,Yes,Yes,yes
